timestamp;value;status;note
2025-01-01T12:12:40;5.026;;sensorA
2025-01-01T12:12:45;??;WARN;cal
2025-01-01T12:12:50; 5,281 ;OK;prueba
2025-01-01T12:12:55; 5.229 ;;
2025-01-01T12:13:00.123;5,286 ;WARN;sensorA
2025-01-01T12:13:05;5.519;OK;
01/01/2025 12:13:10;5,498 ;ERR;prueba;extra
2025-01-01T12:13:15;5,570 ;;tmp
2025-01-01T12:13:20;5.493 ;ERR;
01/01/2025 12:13:25;5.538;OK;sensorA
2025-01-01T12:13:30;5.601;OK;sensorA
2025-01-01T12:13:35; 5.685;OK;sensorA
2025-01-01T12:13:40;5,589 ;OK;prueba
2025-01-01T12:13:45;5,580;OK;tmp
01/01/2025 12:13:50;5,575 ;ERR;prueba
01/01/2025 12:13:55;5,375;OK;
2025-01-01T12:14:00;5.283;ERR;prueba
2025-01-01T12:14:05;NA;;prueba
01/01/2025 12:14:10;5.100;WARN;sensorA
01/01/2025 12:14:15;5,009;OK;cal
2025-01-01T12:14:20;
2025-01-01T12:14:25;NA;WARN;tmp
2025-01-01T12:14:30.123; 4.786;OK;cal
01/01/2025 12:14:35;4.700;OK;tmp
2025-01-01T12:14:40;4.718 ;ERR;tmp
2025-01-01T12:14:45; 4.655 ;;sensorA
2025-01-01T12:14:50;??;ERR;tmp
01/01/2025 12:14:55;??;WARN;prueba
2025-01-01T12:15:00;4.400;OK;sensorA
2025-01-01T12:15:05.123; 4.417 ;OK;sensorA
2025-01-01T12:15:10;??;WARN;
2025-01-01T12:15:15; 4,469 ;OK;tmp
2025-01-01T12:15:20;4,479 ;OK;sensorA
01/01/2025 12:15:25;4,521;OK;tmp
2025-01-01T12:15:30; 4,537 ;WARN;prueba
01/01/2025 12:15:35;4.560;ERR;cal
01/01/2025 12:15:40;4,700;;prueba
2025-01-01T12:15:45.123;NULL;OK;tmp
2025-01-01T12:15:50; 4.910;WARN;prueba
01/01/2025 12:15:55;4.954;OK;tmp
2025-01-01T12:16:00.123;5,000 ;ERR;
2025-01-01T12:16:05; 5.123;;sensorA
2025-01-01T12:16:10; 5,136 ;;tmp
2025-01-01T12:16:15;5.286 ;WARN;tmp
2025-01-01T12:16:20;5.431 ;OK;cal
2025-01-01T12:16:25; 5,479;OK;
2025-01-01T12:16:30;5,446 ;;
01/01/2025 12:16:35;5.514 ;OK;
2025-01-01T12:16:40;5,610 ;OK;
2025-01-01T12:16:45;5.493;OK;prueba
2025-01-01T12:16:50.123;
2025-01-01T12:16:55;5,686;ERR;
2025-01-01T12:17:00;5,527;ERR;sensorA
2025-01-01T12:17:05;5.465;OK;cal
2025-01-01T12:17:10; 5,508 ;OK;
01/01/2025 12:17:15;5,413 ;;prueba
2025-01-01T12:17:20; 5.418 ;ERR;prueba
2025-01-01T12:17:25;5.332 ;;tmp
2025-01-01T12:17:30;5.114;ERR;cal
01/01/2025 12:17:35;5.029;ERR;sensorA
2025-01-01T12:17:40; 4,982;ERR;sensorA
2025-01-01T12:17:45;3,231 ;WARN;tmp
01/01/2025 12:17:50;4,819 ;ERR;
2025-01-01T12:17:55; 4,811;;
01/01/2025 12:18:00; 4,671 ;ERR;sensorA
2025-01-01T12:18:05;4,523;ERR;
2025-01-01T12:18:10; 4.566;OK;
2025-01-01T12:18:15;4,533 ;;cal
01/01/2025 12:18:20;4,477;;sensorA
2025-01-01T12:18:25; 8.855;ERR;sensorA
01/01/2025 12:18:30; 7.870 ;OK;cal
2025-01-01T12:18:35;4.370;;
2025-01-01T12:18:40; 4,417 ;ERR;sensorA
2025-01-01T12:18:45;4,551;ERR;
2025-01-01T12:18:50; 4.479;;sensorA
2025-01-01T12:18:55.123; 4.487;OK;prueba;extra
01/01/2025 12:19:00;4,695;WARN;prueba
2025-01-01T12:19:05.123; 8.898;ERR;sensorA
2025-01-01T12:19:10;NULL;ERR;cal
01/01/2025 12:19:15;4,950 ;WARN;sensorA
2025-01-01T12:19:20; 4.958 ;WARN;sensorA
2025-01-01T12:19:25;5,064;OK;tmp;extra
01/01/2025 12:19:30; 5,263 ;OK;cal
2025-01-01T12:19:35.123; 5.341;OK;tmp
2025-01-01T12:19:40; 5,287 ;OK;tmp
2025-01-01T12:19:45; 8,351;;cal
2025-01-01T12:19:50;5,531 ;OK;sensorA
2025-01-01T12:19:55;5,482 ;WARN;cal
2025-01-01T12:20:00;
2025-01-01T12:20:05.123;5.590 ;WARN;cal
2025-01-01T12:20:10; 2.621 ;OK;cal
2025-01-01T12:20:15; 5,536 ;;prueba;extra
2025-01-01T12:20:20.123; 5,553;WARN;cal
2025-01-01T12:20:25; 5.620 ;;
2025-01-01T12:20:30.123;5,536;;
2025-01-01T12:20:35; 5.485 ;ERR;
01/01/2025 12:20:40;5.371;ERR;prueba
2025-01-01T12:20:45;5,366 ;WARN;prueba
2025-01-01T12:20:50; 5.267;ERR;sensorA
01/01/2025 12:20:55;5.161;OK;tmp;extra
