timestamp;value;status;note
2025-01-01T12:35:30; 5.207 ;OK;prueba
2025-01-01T12:35:35;
2025-01-01T12:35:40; 5.023 ;WARN;sensorA
01/01/2025 12:35:45; 8.034;ERR;sensorA
2025-01-01T12:35:50;NA;WARN;
2025-01-01T12:35:55;??;ERR;
2025-01-01T12:36:00.123;4.582 ;OK;cal
2025-01-01T12:36:05;4.616 ;;sensorA
2025-01-01T12:36:10;4.442;OK;prueba
01/01/2025 12:36:15;
2025-01-01T12:36:20; 4,367;WARN;sensorA
2025-01-01T12:36:25;error;ERR;prueba
2025-01-01T12:36:30;4.438 ;;sensorA
01/01/2025 12:36:35;NA;WARN;sensorA
01/01/2025 12:36:40;??;OK;prueba
2025-01-01T12:36:45;4.547 ;;tmp
2025-01-01T12:36:50;4,578;WARN;tmp
2025-01-01T12:36:55;4,561;;cal
2025-01-01T12:37:00;4.582 ;OK;
2025-01-01T12:37:05; 8.057;ERR;
01/01/2025 12:37:10; 4.874 ;;prueba
2025-01-01T12:37:15.123;??;WARN;sensorA
2025-01-01T12:37:20;4.912;OK;
2025-01-01T12:37:25;5.078;OK;
2025-01-01T12:37:30;;;sensorA
2025-01-01T12:37:35;5.227 ;ERR;cal
01/01/2025 12:37:40; 5,333 ;WARN;cal
2025-01-01T12:37:45;5.350 ;OK;sensorA
2025-01-01T12:37:50;5.422 ;OK;
2025-01-01T12:37:55; 5,593 ;WARN;tmp
2025-01-01T12:38:00;5,576 ;;tmp
01/01/2025 12:38:05; 5,590 ;OK;sensorA
2025-01-01T12:38:10.123;5,620;OK;cal
2025-01-01T12:38:15.123;5,615 ;WARN;sensorA
01/01/2025 12:38:20; 5.575;ERR;cal
2025-01-01T12:38:25;5,569;ERR;sensorA
2025-01-01T12:38:30.123;5,535;ERR;cal
2025-01-01T12:38:35;5.516;;cal
2025-01-01T12:38:40.123; 5,443;OK;cal
2025-01-01T12:38:45; 5,288;;
2025-01-01T12:38:50.123; 5.123;OK;tmp
01/01/2025 12:38:55; 5,062;ERR;prueba
