timestamp;value;status;note
2025-01-01T12:23:05.123;4.842 ;OK;
2025-01-01T12:23:10; 4,913;WARN;cal
2025-01-01T12:23:15; 4,702 ;OK;sensorA
2025-01-01T12:23:20; 4.743 ;;
2025-01-01T12:23:25;4.673;OK;sensorA
2025-01-01T12:23:30; 4.461;OK;
2025-01-01T12:23:35; 4.435;OK;
2025-01-01T12:23:40;;;prueba
2025-01-01T12:23:45.123; 4,377;;sensorA
2025-01-01T12:23:50; 4.414;;prueba
2025-01-01T12:23:55.123;4,481 ;OK;sensorA
2025-01-01T12:24:00; 4.438;WARN;prueba
2025-01-01T12:24:05.123; 4.522 ;OK;prueba
01/01/2025 12:24:10;4.433;ERR;
2025-01-01T12:24:15;4.523;OK;sensorA
01/01/2025 12:24:20;4,629;WARN;cal
2025-01-01T12:24:25; 7,818;;prueba
01/01/2025 12:24:30; 4.818 ;;tmp
2025-01-01T12:24:35; 4.964 ;ERR;tmp
2025-01-01T12:24:40.123; 5,095 ;OK;sensorA
2025-01-01T12:24:45;5,020;;
2025-01-01T12:24:50;5.136;WARN;prueba
2025-01-01T12:24:55.123;5,173 ;OK;
2025-01-01T12:25:00; 5.372 ;ERR;
2025-01-01T12:25:05; 5,466 ;WARN;
2025-01-01T12:25:10;8,277;;tmp
2025-01-01T12:25:15;5,590 ;OK;cal
2025-01-01T12:25:20;5,670;WARN;sensorA
2025-01-01T12:25:25; 5.568 ;OK;sensorA
2025-01-01T12:25:30; 5,689;;
01/01/2025 12:25:35; 5.650 ;WARN;sensorA
2025-01-01T12:25:40;5.655 ;WARN;
2025-01-01T12:25:45; 5.607 ;OK;tmp
2025-01-01T12:25:50;5,540 ;ERR;cal
2025-01-01T12:25:55;
2025-01-01T12:26:00; 5,320 ;ERR;tmp
01/01/2025 12:26:05;5,189;ERR;
2025-01-01T12:26:10; 5,250 ;WARN;sensorA
2025-01-01T12:26:15; 5,048;ERR;prueba
2025-01-01T12:26:20;
2025-01-01T12:26:25;8.448 ;WARN;sensorA
2025-01-01T12:26:30.123;4.743;OK;prueba
2025-01-01T12:26:35; 4,823;ERR;tmp
01/01/2025 12:26:40;4,626;;tmp
01/01/2025 12:26:45;??;ERR;sensorA
2025-01-01T12:26:50;
2025-01-01T12:26:55;;ERR;sensorA;extra
2025-01-01T12:27:00; 4.486 ;;prueba
2025-01-01T12:27:05; 4.421;WARN;sensorA
2025-01-01T12:27:10;4,439;OK;prueba
2025-01-01T12:27:15.123; 4,466 ;;sensorA
2025-01-01T12:27:20; 4.361;;sensorA
2025-01-01T12:27:25; 4,509;ERR;tmp
01/01/2025 12:27:30; 4.584 ;ERR;
01/01/2025 12:27:35; 4.654;WARN;tmp
2025-01-01T12:27:40.123; 4.578 ;ERR;cal
2025-01-01T12:27:45;4.671 ;WARN;
2025-01-01T12:27:50;error;ERR;prueba
01/01/2025 12:27:55;4,956;;prueba
2025-01-01T12:28:00; 4,984 ;WARN;
2025-01-01T12:28:05.123; 5,152 ;OK;
2025-01-01T12:28:10; 5,259 ;ERR;tmp
2025-01-01T12:28:15;5,257 ;ERR;
2025-01-01T12:28:20;5.333;OK;sensorA
01/01/2025 12:28:25; 5.424 ;ERR;tmp
2025-01-01T12:28:30.123;5.402 ;OK;prueba
01/01/2025 12:28:35;5.563 ;ERR;tmp
2025-01-01T12:28:40.123;5.527;;
01/01/2025 12:28:45; 5.632;;sensorA
2025-01-01T12:28:50;error;WARN;sensorA
2025-01-01T12:28:55.123;??;OK;sensorA
2025-01-01T12:29:00.123;5,491 ;OK;tmp
01/01/2025 12:29:05;5,605 ;OK;prueba
2025-01-01T12:29:10;5,529;;cal
2025-01-01T12:29:15.123;5,520;ERR;tmp
2025-01-01T12:29:20; 5,333;ERR;prueba
2025-01-01T12:29:25;5,302 ;OK;tmp
2025-01-01T12:29:30; 5,255 ;WARN;cal
2025-01-01T12:29:35.123; 5,132 ;WARN;sensorA
2025-01-01T12:29:40; 5.026 ;ERR;sensorA
2025-01-01T12:29:45; 4.827 ;OK;sensorA
2025-01-01T12:29:50;4,728 ;;
01/01/2025 12:29:55; 4,800;OK;cal
2025-01-01T12:30:00; 4,737;ERR;prueba
2025-01-01T12:30:05;4.664;ERR;cal
2025-01-01T12:30:10;4,459 ;;
01/01/2025 12:30:15;4.455;OK;prueba
2025-01-01T12:30:20;4.461 ;ERR;sensorA
2025-01-01T12:30:25; 4,438 ;;cal
2025-01-01T12:30:30; 4.308;WARN;cal
2025-01-01T12:30:35;4,460;ERR;sensorA
2025-01-01T12:30:40; 4,432;;tmp
2025-01-01T12:30:45;4,544 ;ERR;tmp
2025-01-01T12:30:50;4.454;;cal
01/01/2025 12:30:55;4,628 ;OK;tmp
2025-01-01T12:31:00;??;;tmp
01/01/2025 12:31:05;error;;
2025-01-01T12:31:10;4.834 ;WARN;prueba
2025-01-01T12:31:15;4.953;OK;tmp
2025-01-01T12:31:20;8.391 ;OK;
2025-01-01T12:31:25;5.122 ;OK;cal
2025-01-01T12:31:30;5,115 ;WARN;sensorA
2025-01-01T12:31:35;
01/01/2025 12:31:40; 5,376;OK;
2025-01-01T12:31:45;??;OK;cal
2025-01-01T12:31:50;5.388 ;;cal
2025-01-01T12:31:55; 5,506;WARN;
2025-01-01T12:32:00; 5,640;WARN;
01/01/2025 12:32:05; 5.684;OK;tmp
2025-01-01T12:32:10;5,651;ERR;cal
01/01/2025 12:32:15;5,624;;
2025-01-01T12:32:20; 5.615 ;WARN;tmp
2025-01-01T12:32:25; 5,606 ;OK;tmp
2025-01-01T12:32:30; 2,771 ;WARN;sensorA
2025-01-01T12:32:35; 8,194;OK;
2025-01-01T12:32:40;5.324 ;OK;cal
2025-01-01T12:32:45;5,251;OK;cal
2025-01-01T12:32:50; 5.191 ;;tmp
2025-01-01T12:32:55; 5.140 ;ERR;prueba
